,Year_Birth,Education,ages,Marital_Status,PhD,Basic,2n Cycle,Master,Graduation,Income,single,married,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,months,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,TotalChildren,HasChildren
690,1960,PhD,56,Divorced,1,0,0,0,0,50611.0,1,0,0,1,04-10-2012,98,459,50,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,493,1027.0833333333333,1,1
691,1970,Graduation,46,Single,0,0,0,0,1,61209.0,1,0,0,0,25-08-2013,73,466,40,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,957,1595.0,0,0
692,1958,Master,58,Together,0,0,0,1,0,42315.0,0,1,0,1,12-07-2013,90,67,41,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,270,461.25,1,1
693,1952,Basic,64,Together,0,1,0,0,0,13084.0,0,1,0,0,02-11-2013,29,2,37,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,29,44.708333333333336,0,0
694,1949,Master,67,Widow,0,0,0,1,0,47570.0,1,0,1,1,29-05-2013,3,67,43,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,121,216.79166666666666,2,1
695,1961,Master,55,Married,0,0,0,1,0,61923.0,0,1,0,2,26-07-2013,94,92,41,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,126,215.25,2,1
696,1995,Graduation,21,Single,0,0,0,0,1,34824.0,1,0,0,0,26-03-2014,65,4,33,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,31.625,0,0
697,1949,PhD,67,Single,1,0,0,0,0,26518.0,1,0,1,1,08-04-2013,33,20,44,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,57,104.5,2,1
698,1961,Graduation,55,Single,0,0,0,0,1,45938.0,1,0,0,0,03-11-2013,46,273,37,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,636,980.5,0,0
699,1960,Graduation,56,Together,0,0,0,0,1,78468.0,0,1,0,0,09-04-2014,29,434,32,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1004,1338.6666666666667,0,0
700,1973,Graduation,43,Divorced,0,0,0,0,1,78901.0,1,0,0,1,17-09-2013,99,321,39,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,734,1192.75,1,1
701,1978,Graduation,38,Married,0,0,0,0,1,71427.0,0,1,2,0,12-03-2014,26,212,33,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,614,844.25,2,1
702,1978,Graduation,38,Divorced,0,0,0,0,1,71022.0,1,0,0,1,11-02-2014,30,909,34,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1453,2058.4166666666665,1,1
703,1988,Master,28,Single,0,0,0,1,0,90247.0,1,0,0,0,29-04-2014,27,1184,32,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,1621,2161.3333333333335,0,0
704,1968,Master,48,Divorced,0,0,0,1,0,41335.0,1,0,1,0,26-12-2013,24,112,36,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,187,280.5,1,1
705,1986,Graduation,30,Married,0,0,0,0,1,71952.0,0,1,1,0,10-01-2013,93,656,47,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1443,2825.875,1,1
706,1970,PhD,46,Divorced,1,0,0,0,0,35682.0,1,0,1,0,27-06-2014,34,23,30,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,57,71.25,1,1
707,1951,Graduation,65,Divorced,0,0,0,0,1,43185.0,1,0,0,1,10-04-2013,88,537,44,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,637,1167.8333333333333,1,1
708,1948,PhD,68,Together,1,0,0,0,0,66375.0,0,1,0,1,21-11-2013,96,712,37,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,948,1461.5,1,1
709,1971,Master,45,Married,0,0,0,1,0,35178.0,0,1,1,0,10-01-2013,10,23,47,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,59,115.54166666666667,1,1
710,1986,Graduation,30,Married,0,0,0,0,1,25252.0,0,1,1,0,12-07-2013,26,1,41,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,30.75,1,1
711,1965,Master,51,Single,0,0,0,1,0,55250.0,1,0,0,1,21-10-2012,49,664,50,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,903,1881.25,1,1
712,1975,Graduation,41,Single,0,0,0,0,1,33249.0,1,0,1,0,20-02-2013,11,6,46,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,112,214.66666666666666,1,1
713,1953,Graduation,63,Together,0,0,0,0,1,58398.0,0,1,0,0,14-05-2013,44,299,43,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,596,1067.8333333333333,0,0
714,1982,Graduation,34,Together,0,0,0,0,1,50272.0,0,1,1,0,07-08-2013,75,99,40,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,233,388.3333333333333,1,1
715,1975,PhD,41,Married,1,0,0,0,0,76618.0,0,1,0,0,07-12-2012,64,749,48,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1511,3022.0,0,0
716,1960,2n Cycle,56,Divorced,0,0,1,0,0,87305.0,1,0,0,0,23-09-2012,19,345,51,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1152,2448.0,0,0
717,1978,Graduation,38,Together,0,0,0,0,1,25851.0,0,1,1,0,11-02-2013,45,9,46,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,92.0,1,1
718,1970,Graduation,46,Divorced,0,0,0,0,1,58710.0,1,0,0,1,31-03-2013,77,440,45,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1185,2221.875,1,1
719,1958,Graduation,58,Single,0,0,0,0,1,45160.0,1,0,1,1,29-03-2014,9,8,33,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,21,28.875,2,1
720,1965,Master,51,Married,0,0,0,1,0,74806.0,0,1,0,1,19-12-2012,1,670,48,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,965,1930.0,1,1
721,1954,Graduation,62,Married,0,0,0,0,1,59111.0,0,1,0,0,02-05-2013,90,524,43,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,869,1556.9583333333333,0,0
722,1984,PhD,32,Married,1,0,0,0,0,18988.0,0,1,1,0,23-05-2014,43,6,31,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,16,20.666666666666668,1,1
723,1965,Graduation,51,Married,0,0,0,0,1,72190.0,0,1,0,0,13-02-2013,79,597,46,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,1947,3731.75,0,0
724,1976,Graduation,40,Married,0,0,0,0,1,7500.0,0,1,1,0,01-08-2012,19,7,52,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,71,153.83333333333334,1,1
725,1966,Graduation,50,Married,0,0,0,0,1,44794.0,0,1,0,1,08-06-2014,99,54,30,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,65,81.25,1,1
726,1955,Graduation,61,Married,0,0,0,0,1,80395.0,0,1,0,0,23-11-2013,62,445,37,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,1380,2127.5,0,0
727,1976,Master,40,Divorced,0,0,0,1,0,75012.0,1,0,0,0,25-01-2014,41,294,35,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1027,1497.7083333333333,0,0
728,1965,Master,51,Married,0,0,0,1,0,56962.0,0,1,2,1,11-10-2013,60,292,38,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,411,650.75,3,1
729,1991,Graduation,25,Together,0,0,0,0,1,89891.0,0,1,0,0,15-04-2013,17,412,44,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,836,1532.6666666666667,0,0
730,1949,PhD,67,Divorced,1,0,0,0,0,35946.0,1,0,1,1,27-09-2013,24,8,39,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,11,17.875,2,1
731,1953,PhD,63,Together,1,0,0,0,0,53593.0,0,1,1,1,07-08-2012,60,349,52,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,480,1040.0,2,1
732,1978,Graduation,38,Married,0,0,0,0,1,66373.0,0,1,1,1,12-06-2013,57,328,42,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,606,1060.5,2,1
733,1948,PhD,68,Divorced,1,0,0,0,0,45072.0,1,0,1,2,16-10-2013,74,144,38,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,284,449.6666666666667,3,1
734,1973,Graduation,43,Divorced,0,0,0,0,1,89694.0,1,0,1,1,09-10-2013,22,1126,38,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1472,2330.6666666666665,2,1
735,1949,Graduation,67,Married,0,0,0,0,1,72025.0,0,1,0,0,29-04-2014,46,967,32,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1677,2236.0,0,0
736,1973,Graduation,43,Married,0,0,0,0,1,67432.0,0,1,0,1,29-03-2013,69,432,45,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,1335,2503.125,1,1
737,1952,Master,64,Together,0,0,0,1,0,70545.0,0,1,0,1,03-06-2014,29,138,30,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,334,417.5,1,1
738,1989,Basic,27,Married,0,1,0,0,0,17487.0,0,1,1,0,18-03-2013,37,0,45,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,18,33.75,1,1
739,1969,Graduation,47,Together,0,0,0,0,1,62882.0,0,1,0,1,09-08-2012,26,509,52,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1338,2899.0,1,1
740,1953,PhD,63,Single,1,0,0,0,0,64108.0,1,0,0,1,23-03-2013,8,948,45,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1099,2060.625,1,1
741,1956,Master,60,Together,0,0,0,1,0,34941.0,0,1,1,1,06-03-2013,26,39,45,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,97,181.875,2,1
742,1950,PhD,66,Single,1,0,0,0,0,48767.0,1,0,1,2,01-01-2014,79,28,35,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,63,91.875,3,1
743,1978,2n Cycle,38,Together,0,0,1,0,0,38702.0,0,1,1,0,01-08-2013,71,13,40,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,109,181.66666666666666,1,1
744,1964,Graduation,52,Married,0,0,0,0,1,82224.0,0,1,0,0,25-01-2014,83,307,35,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,902,1315.4166666666667,0,0
745,1952,Graduation,64,Together,0,0,0,0,1,83844.0,0,1,0,0,12-05-2013,57,901,43,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1574,2820.0833333333335,0,0
746,1975,2n Cycle,41,Married,0,0,1,0,0,17003.0,0,1,1,0,09-12-2013,37,2,36,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,38,57.0,1,1
747,1995,Graduation,21,Single,0,0,0,0,1,71163.0,1,0,0,0,09-03-2014,30,283,33,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,960,1320.0,0,0
748,1970,Graduation,46,Single,0,0,0,0,1,33697.0,1,0,1,0,15-09-2013,34,4,39,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,28,45.5,1,1
749,1954,2n Cycle,62,Married,0,0,1,0,0,63564.0,0,1,0,0,29-01-2014,0,769,35,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,1215,1771.875,0,0
750,1972,PhD,44,Together,1,0,0,0,0,83443.0,0,1,0,0,31-12-2013,89,518,36,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,1497,2245.5,0,0
751,1958,PhD,58,Together,1,0,0,0,0,51518.0,0,1,0,1,03-10-2013,92,350,38,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,449,710.9166666666666,1,1
752,1975,Graduation,41,Widow,0,0,0,0,1,58330.0,1,0,0,1,25-12-2013,87,445,36,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1064,1596.0,1,1
753,1969,Graduation,47,Married,0,0,0,0,1,80952.0,0,1,0,0,28-02-2013,20,778,46,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,1757,3367.5833333333335,0,0
754,1979,Graduation,37,Together,0,0,0,0,1,75507.0,0,1,0,0,02-05-2014,56,709,31,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,1440,1860.0,0,0
755,1978,2n Cycle,38,Together,0,0,1,0,0,63855.0,0,1,0,0,09-02-2013,28,359,46,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,1006,1928.1666666666667,0,0
756,1972,PhD,44,Together,1,0,0,0,0,62220.0,0,1,0,1,11-08-2012,55,799,52,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1226,2656.3333333333335,1,1
757,1964,Graduation,52,Married,0,0,0,0,1,58512.0,0,1,0,1,19-09-2013,25,895,39,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,1171,1902.875,1,1
758,1979,Master,37,Married,0,0,0,1,0,40662.0,0,1,1,0,15-03-2013,0,40,45,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,92,172.5,1,1
759,1959,PhD,57,Married,1,0,0,0,0,38829.0,0,1,0,1,06-04-2014,86,76,32,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,99,132.0,1,1
760,1981,2n Cycle,35,Married,0,0,1,0,0,35523.0,0,1,1,0,03-10-2013,8,11,38,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,66,104.5,1,1
761,1967,Graduation,49,Single,0,0,0,0,1,79146.0,1,0,1,1,24-04-2014,33,245,32,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,564,752.0,2,1
762,1988,Master,28,Married,0,0,0,1,0,78285.0,0,1,0,0,28-10-2013,13,647,38,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,1427,2259.4166666666665,0,0
763,1978,PhD,38,Single,1,0,0,0,0,31626.0,1,0,1,0,10-05-2013,12,39,43,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,86,154.08333333333334,1,1
764,1952,Graduation,64,Single,0,0,0,0,1,75127.0,1,0,0,0,22-05-2014,92,203,31,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,833,1075.9583333333333,0,0
765,1955,Graduation,61,Married,0,0,0,0,1,48726.0,0,1,0,1,27-04-2013,90,138,44,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,242,443.6666666666667,1,1
766,1977,Graduation,39,Married,0,0,0,0,1,74985.0,0,1,0,0,11-09-2012,8,587,51,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,1869,3971.625,0,0
767,1987,Graduation,29,Together,0,0,0,0,1,67430.0,0,1,0,0,05-09-2012,6,595,51,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,1364,2898.5,0,0
768,1965,2n Cycle,51,Married,0,0,1,0,0,46891.0,0,1,0,1,01-09-2013,91,43,39,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,183,297.375,1,1
769,1956,Master,60,Married,0,0,0,1,0,62058.0,0,1,0,1,26-05-2013,52,301,43,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,450,806.25,1,1
770,1979,Graduation,37,Married,0,0,0,0,1,72063.0,0,1,0,1,03-07-2013,3,180,41,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,758,1294.9166666666667,1,1
771,1951,PhD,65,Married,1,0,0,0,0,78939.0,0,1,0,0,12-12-2013,57,794,36,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,1507,2260.5,0,0
772,1965,Graduation,51,Single,0,0,0,0,1,42720.0,1,0,1,1,24-04-2013,9,392,44,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,654,1199.0,2,1
773,1972,Graduation,44,Married,0,0,0,0,1,33622.0,0,1,1,1,13-04-2013,22,39,44,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,81,148.5,2,1
774,1957,PhD,59,Together,1,0,0,0,0,6835.0,0,1,0,1,08-12-2012,76,107,48,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,137,274.0,1,1
775,1953,Graduation,63,Together,0,0,0,0,1,41452.0,0,1,1,1,06-03-2013,86,13,45,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,16,30.0,2,1
776,1965,PhD,51,Single,1,0,0,0,0,40760.0,1,0,0,1,30-08-2013,64,70,40,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,93,155.0,1,1
777,1958,PhD,58,Together,1,0,0,0,0,74250.0,0,1,0,0,26-01-2014,90,680,35,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,1158,1688.75,0,0
778,1955,Master,61,Single,0,0,0,1,0,51124.0,1,0,1,1,18-12-2013,79,26,36,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,43,64.5,2,1
779,1971,Graduation,45,Single,0,0,0,0,1,72258.0,1,0,0,1,12-09-2013,28,522,39,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,1525,2478.125,1,1
780,1974,PhD,42,Single,1,0,0,0,0,71466.0,1,0,0,0,05-04-2014,86,412,32,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,1230,1640.0,0,0
781,1976,Graduation,40,Together,0,0,0,0,1,36283.0,0,1,1,1,14-04-2014,42,6,32,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,29,38.666666666666664,2,1
782,1970,Graduation,46,Single,0,0,0,0,1,20587.0,1,0,1,0,11-05-2014,39,2,31,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,25,32.291666666666664,1,1
783,1972,Graduation,44,Married,0,0,0,0,1,30467.0,0,1,1,0,19-03-2014,8,1,33,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,24,33.0,1,1
784,1972,Graduation,44,Together,0,0,0,0,1,31590.0,0,1,1,0,18-06-2013,40,6,42,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,38,66.5,1,1
785,1986,Basic,30,Married,0,1,0,0,0,20425.0,0,1,1,0,29-10-2012,5,4,50,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,57,118.75,1,1
786,1960,Master,56,Together,0,0,0,1,0,17144.0,0,1,1,1,15-02-2014,96,18,34,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,47,66.58333333333333,2,1
787,1968,PhD,48,Divorced,1,0,0,0,0,42564.0,1,0,0,1,02-01-2013,28,324,47,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,813,1592.125,1,1
788,1978,Master,38,Married,0,0,0,1,0,43783.0,0,1,1,0,29-05-2014,22,327,31,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,629,812.4583333333334,1,1
789,1976,Graduation,40,Divorced,0,0,0,0,1,40780.0,1,0,0,1,08-09-2012,30,229,51,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,377,801.125,1,1
790,1945,Master,71,Together,0,0,0,1,0,62847.0,0,1,0,0,15-01-2013,45,521,47,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,1612,3156.8333333333335,0,0
791,1957,PhD,59,Married,1,0,0,0,0,82017.0,0,1,0,0,07-11-2012,58,184,49,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,729,1488.375,0,0
792,1950,Graduation,66,Single,0,0,0,0,1,16813.0,1,0,0,0,19-07-2013,49,4,41,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,50,85.41666666666667,0,0
793,1978,Graduation,38,Married,0,0,0,0,1,51267.0,0,1,1,1,29-10-2013,37,183,38,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,270,427.5,2,1
794,1961,Graduation,55,Single,0,0,0,0,1,46524.0,1,0,0,1,05-04-2013,70,31,44,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,177,324.5,1,1
795,1962,Master,54,Single,0,0,0,1,0,45183.0,1,0,0,0,20-01-2013,33,219,47,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,315,616.875,0,0
796,1954,PhD,62,Married,1,0,0,0,0,70421.0,0,1,0,1,28-06-2014,98,479,30,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,767,958.75,1,1
797,1965,2n Cycle,51,Divorced,0,0,1,0,0,60161.0,1,0,0,1,23-10-2012,17,584,50,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,1071,2231.25,1,1
798,1973,Graduation,43,Together,0,0,0,0,1,73926.0,0,1,0,0,02-03-2013,54,627,45,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,1580,2962.5,0,0
799,1968,Graduation,48,Married,0,0,0,0,1,19329.0,0,1,1,0,14-12-2013,39,24,36,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,60,90.0,1,1
800,1970,Master,46,Married,0,0,0,1,0,61872.0,0,1,0,1,13-12-2013,81,330,36,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,573,859.5,1,1
801,1956,Graduation,60,Widow,0,0,0,0,1,46984.0,1,0,1,1,26-03-2013,71,19,45,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,41,76.875,2,1
802,1951,Graduation,65,Married,0,0,0,0,1,34838.0,0,1,1,1,19-01-2013,62,28,47,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,170,332.9166666666667,2,1
803,1944,PhD,72,Single,1,0,0,0,0,82716.0,1,0,0,0,05-11-2013,8,606,37,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,1167,1799.125,0,0
804,1958,Graduation,58,Married,0,0,0,0,1,48192.0,0,1,0,0,06-04-2013,76,1039,44,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1,1526,2797.6666666666665,0,0
805,1976,Master,40,Married,0,0,0,1,0,49681.0,0,1,0,2,04-11-2013,66,411,37,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,458,706.0833333333334,2,1
806,1971,Master,45,Married,0,0,0,1,0,56850.0,0,1,0,1,23-03-2014,83,34,33,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,63,86.625,1,1
807,1957,Graduation,59,Married,0,0,0,0,1,55267.0,0,1,0,1,21-10-2013,28,161,38,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0,405,641.25,1,1
808,1972,Graduation,44,Married,0,0,0,0,1,59666.0,0,1,1,1,22-03-2013,87,623,45,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,1027,1925.625,2,1
809,1972,Graduation,44,Single,0,0,0,0,1,72504.0,1,0,0,1,06-04-2013,43,604,44,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0,1478,2709.6666666666665,1,1
810,1981,Graduation,35,Married,0,0,0,0,1,26872.0,0,1,0,0,16-10-2013,0,3,38,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0,72,114.0,0,0
811,1972,Graduation,44,Single,0,0,0,0,1,21359.0,1,0,1,0,20-04-2013,1,12,44,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1,48,88.0,1,1
812,1975,Graduation,41,Single,0,0,0,0,1,73170.0,1,0,0,0,31-05-2014,1,184,31,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0,726,937.75,0,0
813,1955,Master,61,Married,0,0,0,1,0,52750.0,0,1,0,1,04-02-2013,72,393,46,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,860,1648.3333333333333,1,1
814,1986,PhD,30,Together,1,0,0,0,0,91820.0,0,1,0,0,23-11-2013,72,410,37,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,1497,2307.875,0,0
815,1970,PhD,46,Together,1,0,0,0,0,65968.0,0,1,0,1,12-05-2014,12,376,31,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,495,639.375,1,1
816,1976,Graduation,40,Married,0,0,0,0,1,30772.0,0,1,1,1,12-03-2014,89,7,33,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,20,27.5,2,1
817,1954,Graduation,62,Single,0,0,0,0,1,22507.0,1,0,0,0,24-11-2012,67,68,49,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0,570,1163.75,0,0
818,1972,Graduation,44,Married,0,0,0,0,1,65685.0,0,1,0,1,29-03-2014,54,642,33,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,769,1057.375,1,1
819,1978,2n Cycle,38,Married,0,0,1,0,0,25804.0,0,1,1,0,01-09-2013,34,8,39,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,55,89.375,1,1
820,1980,PhD,36,Single,1,0,0,0,0,76412.0,1,0,0,0,05-05-2013,15,840,43,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1,1808,3239.3333333333335,0,0
821,1972,Graduation,44,Married,0,0,0,0,1,22063.0,0,1,1,0,08-08-2013,43,7,40,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,91.66666666666667,1,1
822,1961,Graduation,55,Single,0,0,0,0,1,57091.0,1,0,0,0,15-06-2014,0,464,30,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,577,721.25,0,0
823,1963,Graduation,53,Married,0,0,0,0,1,22419.0,0,1,0,0,18-04-2013,74,30,44,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,162,297.0,0,0
824,1959,Graduation,57,Together,0,0,0,0,1,87771.0,0,1,0,1,22-05-2013,61,1492,43,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1957,3506.2916666666665,1,1
